target,station,city,unit,win_mkt,event_slug,event_id,rules_station_mentioned
2026-05-14,KDAL,dallas,F,80°F or higher,highest-temperature-in-dallas-on-may-14-2026,476100,1
2026-05-14,KHOU,houston,F,86°F or higher,highest-temperature-in-houston-on-may-14-2026,476128,1
2026-05-14,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-14-2026,476129,1
2026-05-14,KMIA,miami,F,94-95°F,highest-temperature-in-miami-on-may-14-2026,476102,1
2026-05-14,KSFO,san-francisco,F,66°F or higher,highest-temperature-in-san-francisco-on-may-14-2026,476130,1
2026-05-14,LTAC,ankara,C,22°C,highest-temperature-in-ankara-on-may-14-2026,476104,1
2026-05-14,MMMX,mexico-city,C,21°C or higher,highest-temperature-in-mexico-city-on-may-14-2026,476133,1
2026-05-14,NZWN,wellington,C,15°C,highest-temperature-in-wellington-on-may-14-2026,476105,1
2026-05-14,SAEZ,buenos-aires,C,17°C,highest-temperature-in-buenos-aires-on-may-14-2026,476095,1
2026-05-14,SBGR,sao-paulo,C,26°C,highest-temperature-in-sao-paulo-on-may-14-2026,476094,1
2026-05-14,WMKK,kuala-lumpur,C,35°C,highest-temperature-in-kuala-lumpur-on-may-14-2026,476138,1
2026-05-14,WSSS,singapore,C,33°C,highest-temperature-in-singapore-on-may-14-2026,476116,1
2026-05-14,ZGSZ,shenzhen,C,31°C or higher,highest-temperature-in-shenzhen-on-may-14-2026,476125,1
2026-05-15,CYYZ,toronto,C,20°C,highest-temperature-in-toronto-on-may-15-2026,479714,1
2026-05-15,EFHK,helsinki,C,16°C,highest-temperature-in-helsinki-on-may-15-2026,479749,1
2026-05-15,KAUS,austin,F,86°F or higher,highest-temperature-in-austin-on-may-15-2026,479739,1
2026-05-15,KDAL,dallas,F,86°F or higher,highest-temperature-in-dallas-on-may-15-2026,479717,1
2026-05-15,KHOU,houston,F,86°F or higher,highest-temperature-in-houston-on-may-15-2026,479741,1
2026-05-15,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-15-2026,479742,1
2026-05-15,KMIA,miami,F,92-93°F,highest-temperature-in-miami-on-may-15-2026,479719,1
2026-05-15,KSFO,san-francisco,F,64-65°F,highest-temperature-in-san-francisco-on-may-15-2026,479743,1
2026-05-15,LTAC,ankara,C,17°C,highest-temperature-in-ankara-on-may-15-2026,479721,1
2026-05-15,MMMX,mexico-city,C,19°C or higher,highest-temperature-in-mexico-city-on-may-15-2026,479746,1
2026-05-15,NZWN,wellington,C,13°C,highest-temperature-in-wellington-on-may-15-2026,479722,1
2026-05-15,SAEZ,buenos-aires,C,18°C,highest-temperature-in-buenos-aires-on-may-15-2026,479712,1
2026-05-15,SBGR,sao-paulo,C,20°C or below,highest-temperature-in-sao-paulo-on-may-15-2026,479711,1
2026-05-15,WMKK,kuala-lumpur,C,32°C,highest-temperature-in-kuala-lumpur-on-may-15-2026,479751,1
2026-05-15,WSSS,singapore,C,29°C,highest-temperature-in-singapore-on-may-15-2026,479729,1
2026-05-15,ZGSZ,shenzhen,C,28°C,highest-temperature-in-shenzhen-on-may-15-2026,479738,1
2026-05-16,CYYZ,toronto,C,21°C,highest-temperature-in-toronto-on-may-16-2026,483447,1
2026-05-16,EFHK,helsinki,C,19°C,highest-temperature-in-helsinki-on-may-16-2026,483486,1
2026-05-16,KATL,atlanta,F,86-87°F,highest-temperature-in-atlanta-on-may-16-2026,483451,1
2026-05-16,KAUS,austin,F,90°F or higher,highest-temperature-in-austin-on-may-16-2026,483476,1
2026-05-16,KDAL,dallas,F,86-87°F,highest-temperature-in-dallas-on-may-16-2026,483450,1
2026-05-16,KHOU,houston,F,88°F or higher,highest-temperature-in-houston-on-may-16-2026,483478,1
2026-05-16,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-16-2026,483479,1
2026-05-16,KMIA,miami,F,88-89°F,highest-temperature-in-miami-on-may-16-2026,483452,1
2026-05-16,KSFO,san-francisco,F,66-67°F,highest-temperature-in-san-francisco-on-may-16-2026,483480,1
2026-05-16,LTAC,ankara,C,20°C,highest-temperature-in-ankara-on-may-16-2026,483454,1
2026-05-16,MMMX,mexico-city,C,24°C or higher,highest-temperature-in-mexico-city-on-may-16-2026,483483,1
2026-05-16,NZWN,wellington,C,13°C,highest-temperature-in-wellington-on-may-16-2026,483455,1
2026-05-16,SAEZ,buenos-aires,C,14°C,highest-temperature-in-buenos-aires-on-may-16-2026,483445,1
2026-05-16,SBGR,sao-paulo,C,27°C,highest-temperature-in-sao-paulo-on-may-16-2026,483444,1
2026-05-16,WMKK,kuala-lumpur,C,31°C,highest-temperature-in-kuala-lumpur-on-may-16-2026,483488,1
2026-05-16,WSSS,singapore,C,28°C,highest-temperature-in-singapore-on-may-16-2026,483462,1
2026-05-16,ZGSZ,shenzhen,C,26°C,highest-temperature-in-shenzhen-on-may-16-2026,483475,1
2026-05-17,CYYZ,toronto,C,26°C,arch-highest-temperature-in-toronto-on-may-17-2026,486825,1
2026-05-17,EFHK,helsinki,C,16°C,arch-highest-temperature-in-helsinki-on-may-17-2026,486860,1
2026-05-17,KATL,atlanta,F,88-89°F,arch-highest-temperature-in-atlanta-on-may-17-2026,486829,1
2026-05-17,KAUS,austin,F,86-87°F,arch-highest-temperature-in-austin-on-may-17-2026,486850,1
2026-05-17,KDAL,dallas,F,86-87°F,arch-highest-temperature-in-dallas-on-may-17-2026,486828,1
2026-05-17,KHOU,houston,F,84-85°F,arch-highest-temperature-in-houston-on-may-17-2026,486852,1
2026-05-17,KLAX,los-angeles,F,68-69°F,arch-highest-temperature-in-los-angeles-on-may-17-2026,486853,1
2026-05-17,KMIA,miami,F,90-91°F,arch-highest-temperature-in-miami-on-may-17-2026,486830,1
2026-05-17,KSFO,san-francisco,F,68°F or higher,arch-highest-temperature-in-san-francisco-on-may-17-2026,486854,1
2026-05-17,LTAC,ankara,C,18°C,arch-highest-temperature-in-ankara-on-may-17-2026,486832,1
2026-05-17,MMMX,mexico-city,C,21°C,arch-highest-temperature-in-mexico-city-on-may-17-2026,486857,1
2026-05-17,NZWN,wellington,C,14°C,arch-highest-temperature-in-wellington-on-may-17-2026,486833,1
2026-05-17,SAEZ,buenos-aires,C,14°C,arch-highest-temperature-in-buenos-aires-on-may-17-2026,486823,1
2026-05-17,SBGR,sao-paulo,C,22°C,arch-highest-temperature-in-sao-paulo-on-may-17-2026,486822,1
2026-05-17,WMKK,kuala-lumpur,C,33°C,arch-highest-temperature-in-kuala-lumpur-on-may-17-2026,486862,1
2026-05-17,WSSS,singapore,C,32°C,arch-highest-temperature-in-singapore-on-may-17-2026,486840,1
2026-05-17,ZGSZ,shenzhen,C,27°C,arch-highest-temperature-in-shenzhen-on-may-17-2026,486849,1
2026-05-18,CYYZ,toronto,C,30°C,arch-highest-temperature-in-toronto-on-may-18-2026,490232,1
2026-05-18,EFHK,helsinki,C,20°C,arch-highest-temperature-in-helsinki-on-may-18-2026,490267,1
2026-05-18,KATL,atlanta,F,88-89°F,arch-highest-temperature-in-atlanta-on-may-18-2026,490236,1
2026-05-18,KAUS,austin,F,90°F or higher,arch-highest-temperature-in-austin-on-may-18-2026,490257,1
2026-05-18,KDAL,dallas,F,90-91°F,arch-highest-temperature-in-dallas-on-may-18-2026,490235,1
2026-05-18,KHOU,houston,F,86-87°F,arch-highest-temperature-in-houston-on-may-18-2026,490259,1
2026-05-18,KLAX,los-angeles,F,70-71°F,arch-highest-temperature-in-los-angeles-on-may-18-2026,490260,1
2026-05-18,KMIA,miami,F,86-87°F,arch-highest-temperature-in-miami-on-may-18-2026,490237,1
2026-05-18,KSFO,san-francisco,F,68°F or higher,arch-highest-temperature-in-san-francisco-on-may-18-2026,490261,1
2026-05-18,LTAC,ankara,C,16°C,arch-highest-temperature-in-ankara-on-may-18-2026,490239,1
2026-05-18,MMMX,mexico-city,C,27°C or higher,arch-highest-temperature-in-mexico-city-on-may-18-2026,490264,1
2026-05-18,NZWN,wellington,C,13°C,arch-highest-temperature-in-wellington-on-may-18-2026,490240,1
2026-05-18,SAEZ,buenos-aires,C,16°C,arch-highest-temperature-in-buenos-aires-on-may-18-2026,490230,1
2026-05-18,SBGR,sao-paulo,C,21°C,arch-highest-temperature-in-sao-paulo-on-may-18-2026,490229,1
2026-05-18,WMKK,kuala-lumpur,C,34°C,arch-highest-temperature-in-kuala-lumpur-on-may-18-2026,490269,1
2026-05-18,WSSS,singapore,C,32°C,arch-highest-temperature-in-singapore-on-may-18-2026,490247,1
2026-05-18,ZGSZ,shenzhen,C,30°C,arch-highest-temperature-in-shenzhen-on-may-18-2026,490256,1
2026-05-19,CYYZ,toronto,C,30°C,highest-temperature-in-toronto-on-may-19-2026,503569,1
2026-05-19,EFHK,helsinki,C,15°C or higher,highest-temperature-in-helsinki-on-may-19-2026,503666,1
2026-05-19,KATL,atlanta,F,89°F or below,highest-temperature-in-atlanta-on-may-19-2026,503612,1
2026-05-19,KAUS,austin,F,90-91°F,highest-temperature-in-austin-on-may-19-2026,503656,1
2026-05-19,KDAL,dallas,F,84-85°F,highest-temperature-in-dallas-on-may-19-2026,503602,1
2026-05-19,KHOU,houston,F,88-89°F,highest-temperature-in-houston-on-may-19-2026,503658,1
2026-05-19,KLAX,los-angeles,F,74-75°F,highest-temperature-in-los-angeles-on-may-19-2026,503659,1
2026-05-19,KMIA,miami,F,86-87°F,highest-temperature-in-miami-on-may-19-2026,503624,1
2026-05-19,KSFO,san-francisco,F,80-81°F,highest-temperature-in-san-francisco-on-may-19-2026,503660,1
2026-05-19,LTAC,ankara,C,15°C or higher,highest-temperature-in-ankara-on-may-19-2026,503631,1
2026-05-19,MMMX,mexico-city,C,29°C,highest-temperature-in-mexico-city-on-may-19-2026,503663,1
2026-05-19,NZWN,wellington,C,16°C,highest-temperature-in-wellington-on-may-19-2026,503632,1
2026-05-19,SAEZ,buenos-aires,C,18°C,highest-temperature-in-buenos-aires-on-may-19-2026,503547,1
2026-05-19,SBGR,sao-paulo,C,12°C,arch-highest-temperature-in-sao-paulo-on-may-19-2026,493653,1
2026-05-19,WMKK,kuala-lumpur,C,29°C or higher,highest-temperature-in-kuala-lumpur-on-may-19-2026,503668,1
2026-05-19,WSSS,singapore,C,33°C or higher,highest-temperature-in-singapore-on-may-19-2026,503639,1
2026-05-19,ZGSZ,shenzhen,C,26°C,highest-temperature-in-shenzhen-on-may-19-2026,503655,1
2026-05-20,CYYZ,toronto,C,20°C or higher,highest-temperature-in-toronto-on-may-20-2026,496992,1
2026-05-20,EFHK,helsinki,C,16°C,highest-temperature-in-helsinki-on-may-20-2026,497027,1
2026-05-20,KATL,atlanta,F,88-89°F,highest-temperature-in-atlanta-on-may-20-2026,496996,1
2026-05-20,KAUS,austin,F,84-85°F,highest-temperature-in-austin-on-may-20-2026,497017,1
2026-05-20,KDAL,dallas,F,80-81°F,highest-temperature-in-dallas-on-may-20-2026,496995,1
2026-05-20,KHOU,houston,F,80-81°F,highest-temperature-in-houston-on-may-20-2026,497019,1
2026-05-20,KLAX,los-angeles,F,72°F or higher,highest-temperature-in-los-angeles-on-may-20-2026,497020,1
2026-05-20,KMIA,miami,F,88-89°F,highest-temperature-in-miami-on-may-20-2026,496997,1
2026-05-20,KSFO,san-francisco,F,72-73°F,highest-temperature-in-san-francisco-on-may-20-2026,497021,1
2026-05-20,LTAC,ankara,C,18°C,highest-temperature-in-ankara-on-may-20-2026,496999,1
2026-05-20,MMMX,mexico-city,C,25°C or higher,highest-temperature-in-mexico-city-on-may-20-2026,497024,1
2026-05-20,NZWN,wellington,C,15°C,highest-temperature-in-wellington-on-may-20-2026,497000,1
2026-05-20,SAEZ,buenos-aires,C,14°C,highest-temperature-in-buenos-aires-on-may-20-2026,496990,1
2026-05-20,SBGR,sao-paulo,C,21°C,highest-temperature-in-sao-paulo-on-may-20-2026,496989,1
2026-05-20,WMKK,kuala-lumpur,C,32°C or higher,highest-temperature-in-kuala-lumpur-on-may-20-2026,497029,1
2026-05-20,WSSS,singapore,C,33°C,highest-temperature-in-singapore-on-may-20-2026,497007,1
2026-05-20,ZGSZ,shenzhen,C,31°C or higher,highest-temperature-in-shenzhen-on-may-20-2026,497016,1
2026-05-21,CYYZ,toronto,C,15°C,highest-temperature-in-toronto-on-may-21-2026,500671,1
2026-05-21,EFHK,helsinki,C,18°C,highest-temperature-in-helsinki-on-may-21-2026,500706,1
2026-05-21,KATL,atlanta,F,87°F or below,highest-temperature-in-atlanta-on-may-21-2026,500675,1
2026-05-21,KAUS,austin,F,80-81°F,highest-temperature-in-austin-on-may-21-2026,500696,1
2026-05-21,KDAL,dallas,F,76-77°F,highest-temperature-in-dallas-on-may-21-2026,500674,1
2026-05-21,KHOU,houston,F,80-81°F,highest-temperature-in-houston-on-may-21-2026,500698,1
2026-05-21,KLAX,los-angeles,F,72-73°F,highest-temperature-in-los-angeles-on-may-21-2026,500699,1
2026-05-21,KMIA,miami,F,88-89°F,highest-temperature-in-miami-on-may-21-2026,500676,1
2026-05-21,KSFO,san-francisco,F,68-69°F,highest-temperature-in-san-francisco-on-may-21-2026,500700,1
2026-05-21,LTAC,ankara,C,18°C,highest-temperature-in-ankara-on-may-21-2026,500678,1
2026-05-21,MMMX,mexico-city,C,25°C,highest-temperature-in-mexico-city-on-may-21-2026,500703,1
2026-05-21,NZWN,wellington,C,17°C,highest-temperature-in-wellington-on-may-21-2026,500679,1
2026-05-21,SAEZ,buenos-aires,C,12°C,highest-temperature-in-buenos-aires-on-may-21-2026,500669,1
2026-05-21,SBGR,sao-paulo,C,17°C,highest-temperature-in-sao-paulo-on-may-21-2026,500668,1
2026-05-21,WMKK,kuala-lumpur,C,35°C,highest-temperature-in-kuala-lumpur-on-may-21-2026,500708,1
2026-05-21,WSSS,singapore,C,31°C,highest-temperature-in-singapore-on-may-21-2026,500686,1
2026-05-21,ZGSZ,shenzhen,C,29°C,highest-temperature-in-shenzhen-on-may-21-2026,500695,1
2026-05-22,CYYZ,toronto,C,16°C,highest-temperature-in-toronto-on-may-22-2026,504525,1
2026-05-22,EFHK,helsinki,C,17°C,highest-temperature-in-helsinki-on-may-22-2026,504560,1
2026-05-22,KATL,atlanta,F,86-87°F,highest-temperature-in-atlanta-on-may-22-2026,504529,1
2026-05-22,KAUS,austin,F,86°F or higher,highest-temperature-in-austin-on-may-22-2026,504550,1
2026-05-22,KDAL,dallas,F,80°F or higher,highest-temperature-in-dallas-on-may-22-2026,504528,1
2026-05-22,KHOU,houston,F,90°F or higher,highest-temperature-in-houston-on-may-22-2026,504552,1
2026-05-22,KLAX,los-angeles,F,66-67°F,highest-temperature-in-los-angeles-on-may-22-2026,504553,1
2026-05-22,KMIA,miami,F,88-89°F,highest-temperature-in-miami-on-may-22-2026,504530,1
2026-05-22,KSFO,san-francisco,F,66°F or higher,highest-temperature-in-san-francisco-on-may-22-2026,504554,1
2026-05-22,LTAC,ankara,C,20°C,highest-temperature-in-ankara-on-may-22-2026,504532,1
2026-05-22,MMMX,mexico-city,C,24°C or higher,highest-temperature-in-mexico-city-on-may-22-2026,504557,1
2026-05-22,NZWN,wellington,C,16°C,highest-temperature-in-wellington-on-may-22-2026,504533,1
2026-05-22,SAEZ,buenos-aires,C,14°C,highest-temperature-in-buenos-aires-on-may-22-2026,504523,1
2026-05-22,SBGR,sao-paulo,C,17°C,highest-temperature-in-sao-paulo-on-may-22-2026,504522,1
2026-05-22,WMKK,kuala-lumpur,C,34°C,highest-temperature-in-kuala-lumpur-on-may-22-2026,504562,1
2026-05-22,WSSS,singapore,C,32°C,highest-temperature-in-singapore-on-may-22-2026,504540,1
2026-05-22,ZGSZ,shenzhen,C,32°C or higher,highest-temperature-in-shenzhen-on-may-22-2026,504549,1
2026-05-23,CYYZ,toronto,C,14°C,highest-temperature-in-toronto-on-may-23-2026,509205,1
2026-05-23,EFHK,helsinki,C,25°C,highest-temperature-in-helsinki-on-may-23-2026,509240,1
2026-05-23,KATL,atlanta,F,84-85°F,highest-temperature-in-atlanta-on-may-23-2026,509209,1
2026-05-23,KAUS,austin,F,82-83°F,highest-temperature-in-austin-on-may-23-2026,509230,1
2026-05-23,KDAL,dallas,F,84-85°F,highest-temperature-in-dallas-on-may-23-2026,509208,1
2026-05-23,KHOU,houston,F,80-81°F,highest-temperature-in-houston-on-may-23-2026,509232,1
2026-05-23,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-23-2026,509233,1
2026-05-23,KMIA,miami,F,88-89°F,highest-temperature-in-miami-on-may-23-2026,509210,1
2026-05-23,KSFO,san-francisco,F,68-69°F,highest-temperature-in-san-francisco-on-may-23-2026,509234,1
2026-05-23,LTAC,ankara,C,19°C,highest-temperature-in-ankara-on-may-23-2026,509212,1
2026-05-23,MMMX,mexico-city,C,27°C,highest-temperature-in-mexico-city-on-may-23-2026,509237,1
2026-05-23,NZWN,wellington,C,15°C,highest-temperature-in-wellington-on-may-23-2026,509213,1
2026-05-23,SAEZ,buenos-aires,C,15°C,highest-temperature-in-buenos-aires-on-may-23-2026,509203,1
2026-05-23,SBGR,sao-paulo,C,18°C,highest-temperature-in-sao-paulo-on-may-23-2026,509202,1
2026-05-23,WMKK,kuala-lumpur,C,34°C,highest-temperature-in-kuala-lumpur-on-may-23-2026,509242,1
2026-05-23,WSSS,singapore,C,32°C,highest-temperature-in-singapore-on-may-23-2026,509220,1
2026-05-23,ZGSZ,shenzhen,C,31°C,highest-temperature-in-shenzhen-on-may-23-2026,509229,1
2026-05-24,CYYZ,toronto,C,14°C,highest-temperature-in-toronto-on-may-24-2026,512217,1
2026-05-24,EFHK,helsinki,C,19°C,highest-temperature-in-helsinki-on-may-24-2026,512252,1
2026-05-24,KATL,atlanta,F,84-85°F,highest-temperature-in-atlanta-on-may-24-2026,512221,1
2026-05-24,KAUS,austin,F,76°F or higher,highest-temperature-in-austin-on-may-24-2026,512242,1
2026-05-24,KDAL,dallas,F,82°F or higher,highest-temperature-in-dallas-on-may-24-2026,512220,1
2026-05-24,KHOU,houston,F,84-85°F,highest-temperature-in-houston-on-may-24-2026,512244,1
2026-05-24,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-24-2026,512245,1
2026-05-24,KMIA,miami,F,88-89°F,highest-temperature-in-miami-on-may-24-2026,512222,1
2026-05-24,KSFO,san-francisco,F,64°F or higher,highest-temperature-in-san-francisco-on-may-24-2026,512246,1
2026-05-24,LTAC,ankara,C,18°C,highest-temperature-in-ankara-on-may-24-2026,512224,1
2026-05-24,MMMX,mexico-city,C,23°C or higher,highest-temperature-in-mexico-city-on-may-24-2026,512249,1
2026-05-24,NZWN,wellington,C,15°C,highest-temperature-in-wellington-on-may-24-2026,512225,1
2026-05-24,SAEZ,buenos-aires,C,15°C,highest-temperature-in-buenos-aires-on-may-24-2026,512215,1
2026-05-24,SBGR,sao-paulo,C,25°C or higher,highest-temperature-in-sao-paulo-on-may-24-2026,512214,1
2026-05-24,WMKK,kuala-lumpur,C,34°C or higher,highest-temperature-in-kuala-lumpur-on-may-24-2026,512274,1
2026-05-24,WSSS,singapore,C,34°C,highest-temperature-in-singapore-on-may-24-2026,512232,1
2026-05-24,ZGSZ,shenzhen,C,32°C,highest-temperature-in-shenzhen-on-may-24-2026,512241,1
2026-05-25,CYYZ,toronto,C,23°C,highest-temperature-in-toronto-on-may-25-2026,515632,1
2026-05-25,EFHK,helsinki,C,18°C,highest-temperature-in-helsinki-on-may-25-2026,515711,1
2026-05-25,KATL,atlanta,F,78-79°F,highest-temperature-in-atlanta-on-may-25-2026,515636,1
2026-05-25,KAUS,austin,F,88-89°F,highest-temperature-in-austin-on-may-25-2026,515701,1
2026-05-25,KDAL,dallas,F,86-87°F,highest-temperature-in-dallas-on-may-25-2026,515635,1
2026-05-25,KHOU,houston,F,88-89°F,highest-temperature-in-houston-on-may-25-2026,515703,1
2026-05-25,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-25-2026,515704,1
2026-05-25,KMIA,miami,F,86-87°F,highest-temperature-in-miami-on-may-25-2026,515637,1
2026-05-25,KSFO,san-francisco,F,64-65°F,highest-temperature-in-san-francisco-on-may-25-2026,515705,1
2026-05-25,LTAC,ankara,C,21°C,highest-temperature-in-ankara-on-may-25-2026,515639,1
2026-05-25,MMMX,mexico-city,C,22°C or higher,highest-temperature-in-mexico-city-on-may-25-2026,515708,1
2026-05-25,NZWN,wellington,C,15°C,highest-temperature-in-wellington-on-may-25-2026,515640,1
2026-05-25,SAEZ,buenos-aires,C,16°C,highest-temperature-in-buenos-aires-on-may-25-2026,515630,1
2026-05-25,SBGR,sao-paulo,C,22°C,highest-temperature-in-sao-paulo-on-may-25-2026,515629,1
2026-05-25,WMKK,kuala-lumpur,C,33°C,highest-temperature-in-kuala-lumpur-on-may-25-2026,515713,1
2026-05-25,WSSS,singapore,C,32°C,highest-temperature-in-singapore-on-may-25-2026,515647,1
2026-05-25,ZGSZ,shenzhen,C,33°C,highest-temperature-in-shenzhen-on-may-25-2026,515700,1
2026-05-26,CYYZ,toronto,C,28°C,highest-temperature-in-toronto-on-may-26-2026,519062,1
2026-05-26,EFHK,helsinki,C,18°C,highest-temperature-in-helsinki-on-may-26-2026,519097,1
2026-05-26,KATL,atlanta,F,80-81°F,highest-temperature-in-atlanta-on-may-26-2026,519066,1
2026-05-26,KAUS,austin,F,86°F or higher,highest-temperature-in-austin-on-may-26-2026,519087,1
2026-05-26,KDAL,dallas,F,86-87°F,highest-temperature-in-dallas-on-may-26-2026,519065,1
2026-05-26,KHOU,houston,F,82°F or higher,highest-temperature-in-houston-on-may-26-2026,519089,1
2026-05-26,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-26-2026,519090,1
2026-05-26,KMIA,miami,F,86-87°F,highest-temperature-in-miami-on-may-26-2026,519067,1
2026-05-26,KSFO,san-francisco,F,62-63°F,highest-temperature-in-san-francisco-on-may-26-2026,519091,1
2026-05-26,LTAC,ankara,C,22°C,highest-temperature-in-ankara-on-may-26-2026,519069,1
2026-05-26,MMMX,mexico-city,C,21°C or higher,highest-temperature-in-mexico-city-on-may-26-2026,519094,1
2026-05-26,NZWN,wellington,C,16°C,highest-temperature-in-wellington-on-may-26-2026,519070,1
2026-05-26,SAEZ,buenos-aires,C,14°C or below,highest-temperature-in-buenos-aires-on-may-26-2026,519060,1
2026-05-26,SBGR,sao-paulo,C,27°C,highest-temperature-in-sao-paulo-on-may-26-2026,519059,1
2026-05-26,WMKK,kuala-lumpur,C,32°C or higher,highest-temperature-in-kuala-lumpur-on-may-26-2026,519099,1
2026-05-26,WSSS,singapore,C,32°C,highest-temperature-in-singapore-on-may-26-2026,519077,1
2026-05-26,ZGSZ,shenzhen,C,33°C,highest-temperature-in-shenzhen-on-may-26-2026,519086,1
2026-05-27,CYYZ,toronto,C,25°C,highest-temperature-in-toronto-on-may-27-2026,522308,1
2026-05-27,EFHK,helsinki,C,14°C,highest-temperature-in-helsinki-on-may-27-2026,522343,1
2026-05-27,KATL,atlanta,F,84-85°F,highest-temperature-in-atlanta-on-may-27-2026,522312,1
2026-05-27,KAUS,austin,F,76-77°F,highest-temperature-in-austin-on-may-27-2026,522333,1
2026-05-27,KDAL,dallas,F,82°F or higher,highest-temperature-in-dallas-on-may-27-2026,522311,1
2026-05-27,KHOU,houston,F,78-79°F,highest-temperature-in-houston-on-may-27-2026,522335,1
2026-05-27,KLAX,los-angeles,F,64-65°F,highest-temperature-in-los-angeles-on-may-27-2026,522336,1
2026-05-27,KMIA,miami,F,88-89°F,highest-temperature-in-miami-on-may-27-2026,522313,1
2026-05-27,KSFO,san-francisco,F,68-69°F,highest-temperature-in-san-francisco-on-may-27-2026,522337,1
2026-05-27,LTAC,ankara,C,24°C,highest-temperature-in-ankara-on-may-27-2026,522315,1
2026-05-27,MMMX,mexico-city,C,25°C or higher,highest-temperature-in-mexico-city-on-may-27-2026,522340,1
2026-05-27,NZWN,wellington,C,15°C,highest-temperature-in-wellington-on-may-27-2026,522316,1
2026-05-27,SAEZ,buenos-aires,C,15°C,highest-temperature-in-buenos-aires-on-may-27-2026,522306,1
2026-05-27,SBGR,sao-paulo,C,23°C,highest-temperature-in-sao-paulo-on-may-27-2026,522305,1
2026-05-27,WMKK,kuala-lumpur,C,36°C or higher,highest-temperature-in-kuala-lumpur-on-may-27-2026,522345,1
2026-05-27,WSSS,singapore,C,33°C,highest-temperature-in-singapore-on-may-27-2026,522323,1
2026-05-27,ZGSZ,shenzhen,C,33°C,highest-temperature-in-shenzhen-on-may-27-2026,522332,1
2026-05-28,CYYZ,toronto,C,20°C,highest-temperature-in-toronto-on-may-28-2026,525754,1
2026-05-28,EFHK,helsinki,C,16°C,highest-temperature-in-helsinki-on-may-28-2026,525789,1
2026-05-28,KATL,atlanta,F,86-87°F,highest-temperature-in-atlanta-on-may-28-2026,525758,1
2026-05-28,KAUS,austin,F,82°F or higher,highest-temperature-in-austin-on-may-28-2026,525779,1
2026-05-28,KDAL,dallas,F,84°F or higher,highest-temperature-in-dallas-on-may-28-2026,525757,1
2026-05-28,KHOU,houston,F,88-89°F,highest-temperature-in-houston-on-may-28-2026,525781,1
2026-05-28,KLAX,los-angeles,F,68-69°F,highest-temperature-in-los-angeles-on-may-28-2026,525782,1
2026-05-28,KMIA,miami,F,84-85°F,highest-temperature-in-miami-on-may-28-2026,525759,1
2026-05-28,KSFO,san-francisco,F,66-67°F,highest-temperature-in-san-francisco-on-may-28-2026,525783,1
2026-05-28,LTAC,ankara,C,23°C,highest-temperature-in-ankara-on-may-28-2026,525761,1
2026-05-28,MMMX,mexico-city,C,23°C or higher,highest-temperature-in-mexico-city-on-may-28-2026,525786,1
2026-05-28,NZWN,wellington,C,17°C,highest-temperature-in-wellington-on-may-28-2026,525762,1
2026-05-28,SAEZ,buenos-aires,C,16°C,highest-temperature-in-buenos-aires-on-may-28-2026,525751,1
2026-05-28,SBGR,sao-paulo,C,21°C,highest-temperature-in-sao-paulo-on-may-28-2026,525750,1
2026-05-28,WMKK,kuala-lumpur,C,34°C,highest-temperature-in-kuala-lumpur-on-may-28-2026,525791,1
2026-05-28,WSSS,singapore,C,32°C,highest-temperature-in-singapore-on-may-28-2026,525769,1
2026-05-28,ZGSZ,shenzhen,C,33°C,highest-temperature-in-shenzhen-on-may-28-2026,525778,1
2026-05-29,CYYZ,toronto,C,25°C or higher,highest-temperature-in-toronto-on-may-29-2026,529433,1
2026-05-29,EFHK,helsinki,C,17°C,highest-temperature-in-helsinki-on-may-29-2026,529468,1
2026-05-29,KATL,atlanta,F,82-83°F,highest-temperature-in-atlanta-on-may-29-2026,529437,1
2026-05-29,KAUS,austin,F,82°F or higher,highest-temperature-in-austin-on-may-29-2026,529458,1
2026-05-29,KDAL,dallas,F,88°F or higher,highest-temperature-in-dallas-on-may-29-2026,529436,1
2026-05-29,KHOU,houston,F,90°F or higher,highest-temperature-in-houston-on-may-29-2026,529460,1
2026-05-29,KLAX,los-angeles,F,66-67°F,highest-temperature-in-los-angeles-on-may-29-2026,529461,1
2026-05-29,KMIA,miami,F,90-91°F,highest-temperature-in-miami-on-may-29-2026,529438,1
2026-05-29,KSFO,san-francisco,F,60-61°F,highest-temperature-in-san-francisco-on-may-29-2026,529462,1
2026-05-29,LTAC,ankara,C,17°C,highest-temperature-in-ankara-on-may-29-2026,529440,1
2026-05-29,MMMX,mexico-city,C,22°C or higher,highest-temperature-in-mexico-city-on-may-29-2026,529465,1
2026-05-29,NZWN,wellington,C,15°C,highest-temperature-in-wellington-on-may-29-2026,529441,1
2026-05-29,SAEZ,buenos-aires,C,15°C,highest-temperature-in-buenos-aires-on-may-29-2026,529431,1
